CODE ISIN,Code Maroclear,Info,Société de Gestion,Nature juridique,Classification,Sensibilité,Indice Benchmark,Periodicite VL,Souscripteurs,Affectation des résultats,Commission de souscription, Commission de rachat,Frais de gestion,Dépositaire,Réseau placeur,AN,VL,YTD,1 jour,1 semaine,1 mois,3 mois,6 mois,1 an,2 ans,3 ans,5 ans,Normal
MA0000038762,3876,FCP EMERGENCE TRESORERIE,VALORIS MANAGEMENT,FCP,Monétaire,"]0  0,5]",MONIA,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CDG Capital,Valoris Management; Capital Gestion Group,871279663.33,1108.71,0.0036026902501063774,7.216113581621211e-05,0.0005866108333484,0.0023958917237763,0.008147306205955933,0.016866607968302975,0.03578068216851482,0.07195274052731833,0.08943784453025969,-,MONIA
MA0000038770,3877,FCP EMERGENCE OBLIHORIZON,VALORIS MANAGEMENT,FCP,OMLT,"]1,1  10]",50% MBI MT + 50% MBI MLT,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.02,CIH,Valoris Management,1245916590.84,1110.65,0.008966369301767946,-1.8007148838072342e-05,0.000621644023208,0.0039683257100501,0.014486796554590495,0.04353994606834489,0.08815777871398213,0.14807732065329762,0.06439154351867829,-,MBI
MA0000038812,3881,FCP SERENITE CT,CDG CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",80% MBI CT+20% MBI MT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CDG Capital,CDG Capital Gestion,1071707.44,1071.7,0.0025163469004032277,5.598895151351706e-05,0.0004480872276469,0.001317399957021,0.005988810873728184,0.012183604080090756,0.02655223280139469,0.05607016160819875,0.06156208211579426,-,MBI
MA0000038820,3882,DAILY EQUITY FUND,CDG CAPITAL GESTION,FCP,Actions,-,100% MASI RENTABILITE BRUT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CDG Capital,CDG Capital Gestion,68697062.17,1350.07,0.10767703453311785,-0.0124498021344607,-0.0079288097232632,0.0165500832021926,0.10362050502325656,0.17167132418030648,0.31508864211961823,0.520554579447673,0.19540810001947953,-,MASI
MA0000038846,3884,R-MIXT SELECTION,UPLINE CAPITAL MANAGEMENT,FCP,Diversifié,-,45% MBI MLT + 30%  MBI MT  + 25% MASI Rentabilité,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.02,CDG,UPLINE CAPITAL MANAGEMENT,5358344012.54,1216.8,0.03999111118708384,-0.001337787152319,0.0012836970474967,0.0108663144252815,0.044885060925867075,0.08704003144626002,0.15882403359904002,0.27807070982921245,0.14457717994544264,-,MBI+MASI
MA0000038853,3885,R-MIXT COUVERTURE,IRG ASSET MANAGEMENT,FCP,Diversifié,-,45% MBI MLT + 30%  MBI MT  + 25% MASI Rentabilité,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.02,CDG,IRG Asset Management,1716118308.44,1229.62,0.03663049984403569,-0.0014455091765471,0.0007243251161767,0.0099216452847544,0.03936435484552634,0.0809846153846153,0.15116790712914832,0.27646631371327723,0.14587915160099896,-,MBI+MASI
MA0000038861,3886,R-MIXT PERFORMANCE,BMCE CAPITAL GESTION,FCP,Diversifié,-,45% MBI MLT + 30% MBI MT + 25% MASI Rentabilité,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.02,CDG,BMCE CAPITAL GESTION,5381807372.03,1227.83,0.038307696210666924,-0.0014800959622658,0.0003503340394328,0.0091891669748899,0.044037617768103096,0.0896706573540766,0.16012509921009868,0.28920925251210106,0.15066631679568157,-,MBI+MASI
MA0000038879,3887,R-MIXT CROISSANCE,CFG GESTION,FCP,Diversifié,-,45% MBI MLT + 30% MBI  MT + 25% MASI Rentabilité.,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.02,CDG,CFG Gestion,2382231537.3602967,1263.1,0.0399222795794535,-0.0018176070807651,0.0008557709069586,0.0092446845061644,0.045932943037188374,0.09088239612391721,0.16828221539827576,0.2893248678112814,0.18196960622847713,-,MBI+MASI
MA0000038895,3889,CFG INSTICASH,CFG GESTION,FCP,Monétaire,"]0  0,5]",TMP interbancaire,Quotidienne,FGP,Capitalisant,0.005,0.005,0.02,CFG BANK,CFG Gestion;CFG BANK,3452735587.7396398,1462.21,0.003293513836188824,6.839430685799046e-05,0.0005611096285043,0.0020559069633568,0.007510456070722376,0.0156775304937345,0.034563027112696085,0.07098858118055511,0.08723390017027409,-,TMP
MA0000038903,3890,CAPITAL TRUST BONDS,CAPITAL TRUST GESTION,FCP,OMLT,"]1,1   8]",50% MBI MT + 50% MBI MLT,Quotidienne,FNPP,Capitalisant,0.0,0.0,0.02,BCP,Capital Trust Gestion,993745069.91,1126.17,0.00727165396586894,-6.215371501628102e-05,0.0004352924454551,0.0038328861632811,0.009348055998709434,0.0351778656126482,0.08652278362550538,0.1537090346572691,0.06703492448503913,-,MBI
MA0000038929,3892,FCP OCT DYNAMIQUE,CDG CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",90% MBI CT +10% MBI MT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,ATTIJARIWAFA BANK,CDG CAPITAL GESTION,1087207.55,1087.2,0.0024896265560166394,5.519068381252224e-05,0.0004509022646336,0.001298593650706,0.006042547678754821,0.012695958344588717,0.027890706249409095,0.06797642436149316,0.07715018873906453,-,MBI
MA0000038945,3894,FCP MONETAIRE DYNAMIQUE,CDG CAPITAL GESTION,FCP,Monétaire,"]0  0,5[",50% MONIA + 50% MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,ATTIJARIWAFA BANK,CDG CAPITAL GESTION,6203064.4,1081.8,0.0029389132510683415,6.471115712787511e-05,0.0004439018976806,0.0019542646500383,0.006540934339440041,0.013130045514993709,0.027369940549677996,0.05645562944950629,0.07307589298999133,-,MBI+MONIA
MA0000038952,3895,AFG CASH MANAGEMENT,AFG ASSET MANAGEMENT,FCP,Monétaire,"]0  0,5]",MONIA,Quotidienne,FGP,Mixte,0.03,0.015,0.02,SOCIETE GENERALE,CIH;AFG ASSET MANAGEMENT,1985284981.71,1762.09,0.003719610836428247,7.945741933645828e-05,0.0005735117087241,0.0022694954780729,0.008406775781160482,0.01730249636283862,0.0366454877044358,0.07414383770405854,0.09360318258268319,0.12591883574948373,MONIA
MA0000038960,3896,AFG LIQUIDITY FUND,AFG ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1[",MBI CT,Quotidienne,FGP,Mixte,0.03,0.015,0.02,SOCIETE GENERALE,CIH;AFG ASSET MANAGEMENT,3207384404.71,1830.51,0.004169158104349589,8.741497527799703e-05,0.0006833364311251,0.0023820475752397,0.009674732621058243,0.01978841107749903,0.0440131406344463,0.09162308348291764,0.1076814155007988,0.15052246193491609,MBI
MA0000038978,3897,AFG INCOME FUND,AFG ASSET MANAGEMENT,FCP,OMLT,]3   7],MBI Global,Quotidienne,FGP,Mixte,0.03,0.03,0.02,SOCIETE GENERALE,CIH;AFG ASSET MANAGEMENT,1861839236.72,2347.01,0.012698590771408233,-9.372750007447072e-05,0.0006181892597078,0.0050444709942918,0.01985825464626681,0.049074297565729084,0.08940813873068496,0.17445043259824164,0.14997648119475537,-,MBI
MA0000038986,3898,AFG OPTIMAL FUND,AFG ASSET MANAGEMENT,FCP,Diversifié,-,70% MBI Global et 30% MASI,Quotidienne,FGP,Mixte,0.03,0.015,0.02,SOCIETE GENERALE,CIH;AFG ASSET MANAGEMENT,1514234344.52,4412.1,0.051258407851378515,-0.0025275361270368,0.0002720533224513,0.011483238231916,0.05543036757423972,0.10493654021457131,0.1887806652386535,0.3231827642256918,0.1712845344568067,-,MBI+MASI
MA0000038994,3899,AFG DYNAMIC FUND,AFG ASSET MANAGEMENT,FCP,Actions,-,MASI,Quotidienne,FGP,Mixte,0.03,0.015,0.02,SOCIETE GENERALE,CIH;AFG ASSET MANAGEMENT,653156925.97,7647.22,0.11128032609406455,-0.0051917945969431,-0.0023001102435142,0.0189242377608029,0.11653406958900998,0.2159366274669432,0.37410426145143794,0.607910008410429,0.296248834647004,-,MASI
MA0000039000,3900,UPLINE RETAIL SERENITE PLUS,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,"]1,1   5,1]",75% MBI MT + 25% MBI MLT,Quotidienne,FGP,Mixte,0.03,0.03,0.02,BCP,Groupe Banque Populaire,1050846.0,1050.85,0.0028247239691187136,6.661717961888914e-05,0.0005903468763983,0.001229086474332,0.007439434756348917,0.015932403298626236,0.03755887086422919,0.08224595515916734,0.04261335449945424,-,MBI
MA0000039018,3901,UPLINE RETAIL SERENITE,UPLINE CAPITAL MANAGEMENT,FCP,OCT,"]0,5 1,1]",85% MBI CT + 15% MBI MT,Quotidienne,FGP,Mixte,0.03,0.03,0.02,BCP,Groupe Banque Populaire,1074432.36,1074.43,0.0027157682544423642,5.584668224184668e-05,0.0004562638508669,0.0016874568812815,0.006124226277987399,0.012925182894637639,0.03108325975970222,0.06173168899956522,0.06685532717704304,-,MBI
MA0000039034,3903,FH2 ACTIONS,BMCE CAPITAL GESTION,FCP,Actions,-,MASI RB,Quotidienne,FNPP,Mixte,0.0,0.0,0.02,BMCE BANK OF AFRICA,BMCE CAPITAL GESTION,1128688394.11,1551.3,0.11862646831892355,-0.0052772309606099,-9.023874593932092e-05,0.0201088957862064,0.12157843746836897,0.23171835548568426,0.4055067815498355,0.6985656410817913,0.3743643354536917,-,MASI
MA0000039042,3904,FCP EMERGENCE BALANCED FUND,VALORIS MANAGEMENT,FCP,Diversifié,-,70% MBI Global + 30% MASI-Rentabilité ,Quotidienne,FNPP,Mixte,0.0,0.0,0.02,CIH,VALORIS MANAGEMENT,7116100.29,1289.61,0.014865588013094838,-0.0003798155181768,-0.0002713262426742,0.0016932959461872,0.022388355518206404,0.05533596837944655,0.12145851087882832,0.23248435036077794,0.1829873501325528,-,MBI+MASI
MA0000039059,3905,WG VALEURS,WAFA GESTION,FCP,Actions,-,MASI RB,Quotidienne,FGP,Mixte,0.0,0.0,0.02,ATTIJARIWAFA BANK,WAFA GESTION,210098514.67,1263.1,0.09530003468609076,-0.0060982806782861,-0.0034006359425917,0.0238390519498414,0.08925491548809936,0.16576987327986406,0.28739310794695905,0.4925320224984638,0.2376780919905148,-,MASI
MA0000039075,3907,FCP OBLIG OPPORTUNITES,IRG ASSET MANAGEMENT,FCP,OMLT,"]1,1   5,1]",100% MBI MT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,ATTIJARIWAFA BANK,IRG Asset Management,582457424.63,102.2,0.00550964187327826,9.785693316376472e-05,0.0001957330201604,0.0021572857423024,0.011380504700643302,0.028375930770778903,0.0525231719876417,0.09680188881734272,-0.001075163718111616,-,MBI
MA0000039091,3909,CAPITAL TRUST EQUITY,CAPITAL TRUST GESTION,FCP,Actions,-,MASI,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BCP,Capital Trust Gestion; Capital Trust Securities,989681414.25,1363.31,0.10654686536151423,-0.0035594731687351,0.0003962517519463,0.0167960679897672,0.10919371898136852,0.2012388538399181,0.3871128566195921,0.6779406515772501,0.35578539107950874,-,MASI
MA0000039117,3911,CAM OBLIBANQUES,MAROGEST,FCP,OCT,"]0,5 1,1]",15% MBI MT + 85% MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CIH,CAM; MSIN;CIH; MAROGEST,1248052906.86,1094.87,0.0038876612600054843,8.220829755742536e-05,0.0006031748933018,0.0020592703776244,0.009078173674217904,0.01820904128188668,0.04095874651784095,0.0812569746886695,0.09270644124633214,-,MBI
MA0000039125,3912,CAM OBLIRENDEMENT,MAROGEST,FCP,OMLT,"]1,1   5,1]",100% MBI MT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CIH,CAM; MSIN;CIH; MAROGEST,290354108.37,1106.36,0.007696441420516998,2.71166830873001e-05,0.0007326669983265,0.0033464227738124,0.014460062901732074,0.03379773685046566,0.06855454036199249,0.12645597458662533,0.10220468832501461,-,MBI
MA0000039141,3914,AD SELECT BANQUES,AD CAPITAL ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",100% MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.03,0.02,CFG BANK,AD CAPITAL ASSET MANAGEMENT,1387501066.01,1098.12,0.004215782205923951,0.0001183981639175,0.0006834522540255,0.0025471775629262,0.00987695193952416,0.019752054603705237,0.04393953797889514,0.08989132052999846,-,-,MBI
MA0000039174,3917,CAPITAL TRUST HORIZON,CAPITAL TRUST GESTION,FCP,OMLT,]3   7],100% MBI Global,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BCP,Capital Trust Gestion; Capital Trust Securities,1043663.26,1043.66,0.0026130228447365142,4.791061795132464e-05,0.0003834135306635,0.0009494854556091,0.008143117954464287,0.020006059480643896,0.04339915021244697,0.08949505705009775,-,-,MBI
MA0000039257,3925,FCP ALPHA OBLIGATAIRE,RED MED ASSET MANAGEMENT,FCP,OMLT,]3   7],100% MBI Global,Quotidienne,FGP,Distribuant,0.02,0.02,0.02,BCP,RED MED ASSET MANAGEMENT;RED MED SECURITIES,55848881.36,1083.03,0.009357030354430109,0.000711474137453,0.0012665717508273,0.0045262718545655,0.01636651995608072,0.04461934662461297,0.08251039501039496,0.13091285007205064,-,-,MBI
MA0000039265,3926,FCP ALPHA BONDS,RED MED ASSET MANAGEMENT,FCP,OMLT,]3   7],100% MBI Global,Quotidienne,FGP,Capitalisant,0.02,0.02,0.02,BCP,RED MED ASSET MANAGEMENT;RED MED SECURITIES,2080782853.85,1157.45,0.008266838565803694,0.0002851908185842,0.0006916526174728,0.0041643170086322,0.01602001404494382,0.04493174924165822,0.08379527323120717,0.15684843881181793,-,-,MBI
MA0000039273,3927,FCP ALPHA INVEST,RED MED ASSET MANAGEMENT,FCP,Diversifié,-,45% MBI MLT + 30% MBI MT + 25% MASI Rentabilité,Quotidienne,FGP,Capitalisant,0.02,0.02,0.02,CDG CAPITAL,RED MED ASSET MANAGEMENT;RED MED SECURITIES,228635597.37,1303.11,0.057324375638965856,-0.0013947108274008,0.001483269032724,0.019887297487673,0.06977145108856271,0.30470173611806395,0.3286194942903752,0.3639846342254832,-,-,MBI+MASI
MA0000039281,3928,BMCI PREMIUM SHORT BOND DIST,CIH CAPITAL MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,Quotidienne,FGP,Distribuant,0.0,0.0,0.02,BMCI,BMCI ASSET MANAGEMENT et INTEGRA BOURSE,7421977.42,129.77,0.002859350850077957,7.706535141812463e-05,0.0004625703492404,0.0016981860285603,0.006515163266889662,0.014065796671095204,0.03972844523117162,0.10365466311337217,0.09492397986865105,0.1129818425104477,MBI
MA0000039323,3932,CFG DIVERSIFIÉ,CFG GESTION,FCP,Diversifié,-,80% MBI Global + 20% MASI RN,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CFG BANK,CFG Bank; CFG Gestion,3520755.537126715,1165.43,0.027435180858848215,-0.0100151203683253,-0.0120209221691913,-0.0081109144141076,0.028060549390448452,0.04906743959961112,0.08788552012545749,0.15576778134793134,-,-,MBI+MASI
MA0000039331,3933,UPLINE CROISSANCE,UPLINE CAPITAL MANAGEMENT,FCP,Diversifié,-,70% MBI + 30% MASI RB,Quotidienne,FNPP,Mixte,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,1051559.21,1051.56,0.002708063162712562,5.706134094146023e-05,0.0004090835576948,0.0018673780487805,0.0056904582014327,0.01210802902847016,0.02539199625555812,0.051559999999999946,-,-,MBI+MASI
MA0000039356,3935,FCP EMERGENCE PATRIMOINE,VALORIS MANAGEMENT,FCP,Diversifié,-,80% MBI Global + 20% MASI RB,Quotidienne,FNPP,Capitalisant,0.0,0.0,0.02,BMCE BANK,VALORIS MANAGEMENT,811195.98,166.46,0.05281133388147488,-0.0020383693045563,-0.0010801728276522,0.0078711552434004,0.07345069968401377,0.14209262435677536,0.23872600089299012,0.3119482976040354,-,-,MBI+MASI
MA0000039364,3936,PROFIL FLEXIBLE,WAFA GESTION,FCP,Diversifié,-,75% MASI + 25% MBI MT,Quotidienne,FGP,Distribuant,0.02,0.02,0.02,ATTIJARIWAFA BANK,ATTIJARIWAFA BANK; WAFA GESTION,3886015.27,1448.38,0.03554831052578899,-0.0043308493964307,-0.002781564561215,0.0109655398661241,0.03722429103408766,0.05743551554708666,0.09589600799007295,0.13514742072511252,-,-,MBI+MASI
MA0000039372,3937,AFG T-BOND FUND,AFG ASSET MANAGEMENT,FCP,OMLT,"]1,1   10]",MBI MLT,Quotidienne,FNPP,Mixte,0.0,0.0,0.02,ATTIJARIWAFA BANK,AFG ASSET MANAGEMENT,905765434.26,1202.59,0.0070087588551524275,0.0,0.0010155072958372,0.0078527010945175,0.026801571038251766,0.07220934379457944,0.13202077778413973,-,-,-,MBI
MA0000039414,3941,FCP EMERGENCE ACTIONS,VALORIS MANAGEMENT,FCP,Actions,-,MASI20,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,ATTIJARIWAFA BANK,VALORIS GROUP;VALORIS MANAGEMENT,249051729.01,1664.61,0.12024038655665763,-0.0056568383828729,-0.0014816325551263,0.0232419473813621,0.13158717641940393,0.26829361209313657,0.523670480549199,-,-,-,MASI
MA0000039430,3943,FCP SANLAM OBLIGATIONS,VALORIS MANAGEMENT,FCP,OMLT,"]1,1   10]",MBI Global,Quotidienne,FNPP,Mixte,0.03,0.015,0.02,BCP,VALORIS MANAGEMENT,983347437.71,1265.81,0.00793088346538207,0.0003002931809739,0.0030190174326465,0.0091683874002439,0.022744534040042782,0.06477960969044334,0.1253434954822077,-,-,-,MBI
MA0000039448,3944,AFG GOV BOND FUND,AFG ASSET MANAGEMENT,FCP,OMLT,]4   8],MBI Global ,Quotidienne,FGP,Mixte,0.03,0.03,0.02,ATTIJARIWAFA BANK,AFG ASSET MANAGEMENT,2946798548.65,1181.14,0.012741365709778208,-4.23301924330163e-05,0.0005675705439359,0.0048065062229368,0.020194168048645756,0.05121039515841954,0.09140470514313177,-,-,-,MBI
MA0000039455,3945,AFG FLEXIBLE FUND,AFG ASSET MANAGEMENT,FCP,Diversifié,-,75% MBI GLOBAL + 25% MASI RB,Quotidienne,FNPP,Mixte,0.03,0.03,0.02,BCP,AFG ASSET MANAGEMENT,778063091.51,1271.13,0.03862369878907762,-0.0012492928531018,0.0030221731239644,0.0137815528173232,0.045749967092273726,0.10403413972213309,0.187176095868114,-,-,-,MBI+MASI
MA0000039463,3946,ATLAS LIQUIDITE,ATLAS CAPITAL MANAGEMENT,FCP,OCT,"0,5 ; 1,1]",MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.03,0.02,BANK OF AFRICA,Atlas Capital Management;Atlas Capital Bourse;Atlas Portfolio Management,84582433.78,141.95,0.003322024314390719,7.045230379026987e-05,0.0005638965249875,0.0018349918836896,0.00773817975294601,0.016033211652709045,0.03992673992673984,-,-,-,MBI
MA0000039471,3947,AZ TAWFIR,WAFA GESTION,FCP,OMLT,"]1,1;13]",100% MBI LT,Quotidienne,FNPP,Mixte,0.0,0.0,0.02,BANQUE CENTRALE POPULAIRE,WAFA GESTION,349089567.08,829191.37,-0.02496938063910098,0.0004504004117575,0.0009541635720501,0.0060523804463796,-0.015022067619677061,0.030273661648221335,0.08621751297170273,0.1829983364947102,-,-,MBI
MA0000039497,3949,CAPITAL IMTIYAZ GARANTI,BMCE CAPITAL GESTION,FCP,Contractuel,-,MONIA,Quotidienne,FGP,Capitalisant,0.01,0.01,0.02,BMCE BANK,BMCE CAPITAL GESTION,187058964.13,1027.62,0.0029181265432397857,6.812320568335977e-05,0.0004575767901473,0.0020379706103184,0.006020734823342696,0.012802696549480989,0.026716489489249356,-,-,-,MONIA
MA0000039513,3951,FCP MAROGEST BONDS,MAROGEST,FCP,OMLT,"]1,1   8,1]",100% MBI Global,Quotidienne,FNPP,Capitalisant,0.0,0.0,0.01,CIH ,MAROGEST,673014542.99,1051.04,0.00986769411109081,-0.0001236717181807,0.000742673242816,0.0047799319337692,0.016302771277727182,0.037418692566600506,-,-,-,-,MBI
MA0000039570,3957,AFG ACTIVE BOND FUND,AFG ASSET MANAGEMENT,FCP,OMLT,]4   8],95% MBI GLOBAL + 5% MASI,Quotidienne,FGP,Mixte,0.03,0.03,0.02,BCP,AFG ASSET MANAGEMENT,1171744466.73,1049.91,0.018380926515092773,-0.0006187176363081,0.0003144114788774,0.0049101246195372,0.02689723300828446,-,-,-,-,-,MBI+MASI
MA0000039604,3960,FCP EMERGENCE OPTIMUM,VALORIS MANAGEMENT,FCP,Diversifié,-,60% MBI + 40% MASI,Quotidienne,FGP,Mixte,0.03,0.015,0.02,CDM,VALORIS MANAGEMENT; VALORIS GROUP,413263740.18,1102.91,0.05651828222739508,-0.0020720231632283,-0.0003987855168349,0.0100555896440248,0.10313062612522518,-,-,-,-,-,MBI+MASI
MA0000039620,3962,FCP FH2 OBLIGATAIRE DP,VALORIS MANAGEMENT,FCP,OMLT,"[1,1 5]",90% MBI MT + 10% MBI MLT + 50 pbs,Quotidienne,FNPP,Mixte,0.0,0.0,0.02,CDM,VALORIS MANAGEMENT,546031931.68,1013.38,-,0.0003356234699518,0.0010372111860756,0.0037142319463565,-,-,-,-,-,-,MBI
MA0000040016,4001,UPLINE RENDEMENT,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,"]1,1   5,1]",80%MBI MT + 20% MBI MLT ,Quotidienne,FGP,Capitalisant,0.03,0.03,0.02,BCP,Upline Capital Management,6176328830.34,2724.83,0.010491222084597285,-2.935876781248821e-05,0.0005875375932256,0.0043160641622928,0.016814875903529015,0.038790277078853866,0.07756585425655176,0.14680914642615128,0.07588099421554491,0.15157828896486722,MBI
MA0000040024,4002,UPLINE OBLIG,UPLINE CAPITAL MANAGEMENT,FCP,OCT,]0.5 1.1],100% MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BCP,Upline Capital Management,5815187346.75,2064.82,0.0036162497934266176,7.265083524247988e-05,0.0006008974694464,0.002096578500364,0.008710350319249315,0.018170880239845824,0.040436971233063196,0.08276961478358459,0.0959533767860556,0.1535693933874879,MBI
MA0000040040,4004,UPLINE ACTIONS,UPLINE CAPITAL MANAGEMENT,FCP,Actions,-,MASI,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BCP,Upline Capital Management,2577579.63,4703.84,0.12197344286303774,-0.0043603051366933,0.0027863229277921,0.027988731951125,0.11303985689000792,0.18326964825207726,0.3259180124083538,0.5487728586762547,0.25376889779730044,0.43158356057654845,MASI
MA0000040065,4006,FCP KENZ RENDEMENT,UPLINE CAPITAL MANAGEMENT,FCP,Diversifié,-,50% MASI + 50% MBI,Quotidienne,FGP,Mixte,0.01,0.001,0.02,BCP,Crédit Populaire du Maroc,679607478.55,537.34,0.07360639360639366,-0.0020429388604116,0.0023316980357775,0.019485077883393,0.07328472985119357,0.13038539212386405,0.23393115484419133,0.36567884918416116,0.15405596958828208,0.2845190284949322,MBI+MASI
MA0000040107,4010,AL AMAL,UPLINE CAPITAL MANAGEMENT,FCP,OCT,]0.5 1.1],90% MBI CT + 10%MBI MT,Quotidienne,FGP,Capitalisant,0.0,0.0,0.0025,BCP,BANQUE POPULAIRE,5131741554.73,3132.01,0.003530930890518854,7.344066313726322e-05,0.0006038107165221,0.0020283651185186,0.008503992787223181,0.01777857212491471,0.03936430398985871,0.07860126662924413,0.09043781007920627,0.14380822648207062,MBI
MA0000040123,4012,FCP ALISTITMAR CHAABI TRESORERIE,UPLINE CAPITAL MANAGEMENT,FCP,Monétaire,"]0  0,5]",MBI CT,Quotidienne,FGP,Capitalisant,0.0,0.0,0.0025,BCP,BANQUE POPULAIRE,427141435.0,579618.87,0.002961165469378985,6.58061906233735e-05,0.0004692006366338,0.0019775620342386,0.006596710241310539,0.01350215090293434,0.02872354295620456,0.05769805024931381,0.07331747408400435,0.10560712640927895,MBI
MA0000040149,4014,FCP KENZ PLUS,UPLINE CAPITAL MANAGEMENT,FCP,Monétaire,"]0  0,5]",MBI CT,Quotidienne,FGP,Capitalisant,0.0,0.0,0.003,BCP,BANQUE POPULAIRE,4557043672.18,205.25,0.002980844409695141,4.872344572203715e-05,0.0004874482086278,0.0018059351815697,0.006966589805229787,0.01453215362562403,0.03244466800804823,0.06507186964869488,0.07867353373975194,0.12109460345204275,MBI
MA0000040180,4018,OBLIDYNAMIC,WAFA GESTION,FCP,OCT,"]0,5  1,1]",MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,ATTIJARIWAFA BANK ,ATTIJARIWAFA BANK ,984473991.74,202.41,0.0031719284333646546,4.9407114624461e-05,0.0005437469105288,0.0017817371937638,0.007466029565477079,0.0155027092113185,0.0349217711422435,0.07424901815093944,0.07390704584040751,0.1231272888691599,MBI
MA0000040248,4024,CAP OBLIGATIONS,WAFA GESTION,FCP,OCT,"[0,5  1,1[",100% MBI CT,Quotidienne,FGP,Capitalisant,0.01,0.0,0.01,ATTIJARIWAFA BANK,ATTIJARIWAFA BANK;WAFA GESTION,61086143.36,302.2,0.0032867434680123805,6.618571712218483e-05,0.000562857994239,0.0018565177032223,0.007803641699459664,0.015934915618906774,0.035144207713913786,0.07655587617113752,-,-,MBI
MA0000040271,4027,CAP MONETAIRE PREMIERE,WAFA GESTION,FCP,Monétaire,"[0,1  0,5[",-,Quotidienne,FGP,Capitalisant,0.0,0.0,0.0065,ATTIJARIWAFA BANK,ATTIJARIWAFA BANK ,21682520980.05,205803.91,0.0031476694027348343,7.114073537465764e-05,0.0005040830777915,0.0019630410217686,0.007055173146097039,0.014705705436825981,0.03243505163782835,0.06719487142231396,0.08141428856377256,0.12561517282923806,
MA0000040313,4031,FCP CAP INSTITUTIONS,WAFA GESTION,FCP,OCT,"]0,5  1,1]",MBI CT,Quotidienne,FGP,Capitalisant,0.001,0.0,0.007,ATTIJARIWAFA BANK ,ATTIJARIWAFA BANK ,2282847704.53,661235.38,0.003267089183578234,7.317143259018199e-05,0.0005900320477347,0.0018302574608422,0.00758027975283119,0.01572027196375265,0.03610465425837383,0.08007100711216149,0.08529449495604689,0.13817982423601877,MBI
MA0000040339,4033,ATTIJARI MONETAIRE JOUR,WAFA GESTION,FCP,Monétaire,"[0  0,5[",TMP,Quotidienne,FGP,Capitalisant,0.0,0.0,0.02,ATTIJARIWAFA BANK,ATTIJARIWAFA BANK ,419223197.18,233.65,0.002531536943276424,4.28008902586001e-05,0.0003853399554718,0.001757845995541,0.005292143533258835,0.011121689458196266,0.023792831478398068,0.04888669420003598,0.06228688338258703,0.08392095008350345,TMP
MA0000040347,4034,PATRIMOINE ACTIONS,WAFA GESTION,FCP,Actions ,-,-,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,ATTIJARIWAFA BANK,ATTIJARIWAFA BANK ,1965864503.27,1710.59,0.09758038126158955,-0.005187524352868,-0.000788579038985,0.0233127146121726,0.0878778435649734,0.15376936618530837,0.2926112320154758,0.4726660697682427,0.24088877927052196,0.4177295971224214,
MA0000040388,4038,WG OBLIGATIONS,WAFA GESTION,FCP,OMLT,"]1,1   5]",100% MBI MT,Quotidienne,FGP,Mixte,0.03,0.03,0.02,ATTIJARIWAFA BANK,ATTIJARIWAFA BANK ,934105219.94,171.52,0.004156665300626891,-5.8298839853149065e-05,0.0006417361880872,0.002044750832506,0.010427098674522042,0.025224148236701032,0.055767573556569416,0.11340473872119465,-0.006487488415198074,-,MBI
